"Promotion name",Discount,"Coupon code","Serial Code","Coupon quantity","Coupons used","Coupon expiration"
"Algerie Telecom",100%,7308945072837531,0624000000019788,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8026934536914218,0624000000008898,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2619416084567493,0624000000025781,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6297962263169055,0624000000024232,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7118520750683697,0624000000023071,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9800121143743537,0624000000040783,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7074130535005567,0624000000042206,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9609538844417894,0624000000004375,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2092579987805676,0624000000018191,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9480536636950655,0624000000033515,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4962489317116656,0624000000027128,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4344617934979741,0624000000048271,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7756177186831748,0624000000045892,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9098156002796120,0624000000034438,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2520517110133904,0624000000044246,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5785321685012042,0624000000049152,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7346011234138361,0624000000047321,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9468867878141971,0624000000038310,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9105131139879038,0624000000047913,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6626454498646879,0624000000035156,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2796692748247335,0624000000036009,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8852498094174004,0624000000022233,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1813760322520659,0624000000011312,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3322596977434157,0624000000025742,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8915486723722066,0624000000000179,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2215080913975728,0624000000046519,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1328338027964427,0624000000046620,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9471935659745433,0624000000042251,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9445482611848590,0624000000005126,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6018467272401150,0624000000011279,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4306460363628925,0624000000019876,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7120601988742813,0624000000010642,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3848121954829934,0624000000015746,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7640031705863426,0624000000003046,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8937545399629526,0624000000028581,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3618651219361301,0624000000011377,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1956802576642117,0624000000039764,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5469382803322623,0624000000014065,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7326967965886350,0624000000030044,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1191818830471384,0624000000006302,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4342097148558423,0624000000027974,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3512804430869066,0624000000034444,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4691917336718572,0624000000041684,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4494404848959618,0624000000028885,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4558218972305458,0624000000006788,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6017302788322800,0624000000040822,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2965794938269735,0624000000030384,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8910918402096775,0624000000037186,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5948640818022763,0624000000018204,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7753002355964064,0624000000036865,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1714788512167607,0624000000000050,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4428248293181123,0624000000036330,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4346604767528025,0624000000002458,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7352258985031172,0624000000010484,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4835911398894460,0624000000001678,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1811454098239726,0624000000022284,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9282756909968052,0624000000041524,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4022518234406182,0624000000036972,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7555517815504270,0624000000047852,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5646189043131990,0624000000002041,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3861612389280085,0624000000049567,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1286021778145543,0624000000013805,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1695131420300571,0624000000049919,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6476449663649695,0624000000003154,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5171950193545434,0624000000045960,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2407749212711194,0624000000011496,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9100199452709048,0624000000049258,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1700540169970278,0624000000025768,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4469656776184799,0624000000002290,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3068546710057218,0624000000008463,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7276791818859747,0624000000007848,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2527880112534544,0624000000010180,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7084515838924669,0624000000021870,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4256431790686314,0624000000037390,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5023821617365343,0624000000036146,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8182464948226965,0624000000039261,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3033455493320369,0624000000030497,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7463516269891490,0624000000037949,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8257162537486726,0624000000002274,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3006019567085931,0624000000021612,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4890822664092646,0624000000008299,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5276674626364187,0624000000018929,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2240764834628358,0624000000048309,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9805914866770107,0624000000029068,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5149413564263435,0624000000020887,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9036101015831865,0624000000011677,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1204995889599149,0624000000015983,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3030057626687725,0624000000036877,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5120509752300914,0624000000035952,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2887114810081039,0624000000045141,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2217748438684702,0624000000004129,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1518846095586754,0624000000034115,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7230846954826175,0624000000008037,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9697746005317670,0624000000040232,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8444945954592188,0624000000013315,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2921153693923311,0624000000044118,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9590830068702080,0624000000018816,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4595137540202046,0624000000020038,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7451668384237623,0624000000009850,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7619853670471298,0624000000022485,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4768468241707459,0624000000001717,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7582824573504587,0624000000037163,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5324596610810445,0624000000025212,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5550224713797500,0624000000021511,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4992406502313445,0624000000045916,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4244119681643683,0624000000000914,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5786229767591514,0624000000008380,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2370050127596295,0624000000042873,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6997248128141298,0624000000043973,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7862131930641634,0624000000012837,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2036301010411641,0624000000003929,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4227979069798224,0624000000039007,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8107726562312134,0624000000047622,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2944331687268871,0624000000045412,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2696639153615117,0624000000012442,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5448191751488392,0624000000045287,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7492541223561899,0624000000046911,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8978951450902390,0624000000011432,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4065008482606463,0624000000046306,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2851028295054785,0624000000013692,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5383920333989086,0624000000026640,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8545655011446426,0624000000047134,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1094905343816120,0624000000030200,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9870631302858519,0624000000018703,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8762804136679237,0624000000008795,1,1,"01 Jun 2024"
"Algerie Telecom",100%,4413717029045642,0624000000010538,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1944656896301816,0624000000003914,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5249244569461547,0624000000018977,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9836908724603828,0624000000017200,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1413477440003894,0624000000031493,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2139205068665627,0624000000032866,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9427375366684669,0624000000027517,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2583836166717370,0624000000005375,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3288601539247377,0624000000020247,1,1,"01 Jun 2024"
"Algerie Telecom",100%,8439807135499817,0624000000032973,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5926401193779667,0624000000037598,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1428486703305783,0624000000029910,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4079400878691772,0624000000033643,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6569356283949746,0624000000017959,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6504354086808105,0624000000013690,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3894113315449452,0624000000041764,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5822672548773340,0624000000013287,1,1,"01 Jun 2024"
"Algerie Telecom",100%,6738265105425820,0624000000000917,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7074596188395040,0624000000036681,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5607736511049255,0624000000003131,1,1,"01 Jun 2024"
"Algerie Telecom",100%,8025061489556160,0624000000013708,1,1,"01 Jun 2024"
"Algerie Telecom",100%,3369796052368839,0624000000016169,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1956406633319846,0624000000021968,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8840821469203492,0624000000041633,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8287102115956673,0624000000046691,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4521114393718247,0624000000048106,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8861279940036506,0624000000022977,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8434005951508684,0624000000022157,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7139351228729466,0624000000045005,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2243479603258668,0624000000019109,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8578555717221842,0624000000002098,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4483457172928086,0624000000016898,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9701861473562096,0624000000015533,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1780511097609109,0624000000016693,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8536421311951385,0624000000041052,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9611105536929583,0624000000044455,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6270547234116780,0624000000015268,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3270239641789487,0624000000013580,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8224434694900911,0624000000048675,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2711852966956655,0624000000008680,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7406862413304358,0624000000019987,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5339714800146207,0624000000013195,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2667570494474212,0624000000020484,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6503310226893715,0624000000023557,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5990580431145561,0624000000050165,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6294587688930737,0624000000027595,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5830310101378645,0624000000002886,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2916854794897078,0624000000045813,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7536320444249631,0624000000023581,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1049415457447938,0624000000021899,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1985757296720510,0624000000028354,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3105924995475361,0624000000002552,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5349556340489960,0624000000039214,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2540082701508218,0624000000003643,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4858671276587393,0624000000036161,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2905699977716038,0624000000042092,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5088394569860899,0624000000039137,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4496055718421782,0624000000029214,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1286693132783325,0624000000008023,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6821311840878065,0624000000039141,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8130654896077166,0624000000019697,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8382610133244004,0624000000024021,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3365144300822557,0624000000032460,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1899626126876494,0624000000027993,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8766216566909326,0624000000011637,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1839794811855390,0624000000005050,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8445192692467605,0624000000005729,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2907239864455172,0624000000048844,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2020508565854500,0624000000038943,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7475768285396623,0624000000018564,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5028810078307318,0624000000032597,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5089579628876078,0624000000047986,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5937427854244925,0624000000044218,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8319152915283771,0624000000001102,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7601680565828312,0624000000010381,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2417738825817041,0624000000031805,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1662307362306703,0624000000047718,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8138995236801528,0624000000049359,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9362191934460018,0624000000033322,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8322723078136633,0624000000045716,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2114761660029938,0624000000025103,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3163998590942014,0624000000027625,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3073011873404578,0624000000032448,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5003008933845920,0624000000049013,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6293266747739442,0624000000029135,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2034867868630463,0624000000039498,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5117195720635604,0624000000004543,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1299452751266673,0624000000016189,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3368527946217742,0624000000025516,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5621981225468588,0624000000017123,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3937333897578774,0624000000010112,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1225153595925065,0624000000017737,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6171758789434404,0624000000021804,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8708763430749309,0624000000032088,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8526962227679485,0624000000024706,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8039819596137278,0624000000020553,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8720784048354481,0624000000026579,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7484872810157684,0624000000013174,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5106031298667492,0624000000029053,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4503165117583716,0624000000023954,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6537127291649351,0624000000007710,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8476487001259065,0624000000030842,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2149157949511544,0624000000020872,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7289456482576767,0624000000010827,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3917181069714276,0624000000001631,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6905173579118480,0624000000017204,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9301772195035642,0624000000001508,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5515591689772108,0624000000000677,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6992614708136827,0624000000007455,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2710658116538833,0624000000008303,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4012376287425675,0624000000001521,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5546406878584651,0624000000042716,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6575950880601151,0624000000049380,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8105155251752619,0624000000022597,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9665467305521916,0624000000018975,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6916864095807858,0624000000004116,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4019259767950160,0624000000042489,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9596428800869931,0624000000024988,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1720040121881825,0624000000036178,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4460576481789969,0624000000029271,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6707406821323205,0624000000025804,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9516844098229449,0624000000025795,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1088070512845829,0624000000012487,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9920425351753068,0624000000023312,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8670685595040733,0624000000016916,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5165856868763134,0624000000022915,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5427256845867459,0624000000049929,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6613033964462680,0624000000028802,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3165734344472305,0624000000033856,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4526921981422101,0624000000035612,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1221566765085294,0624000000027311,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6904986383817044,0624000000033491,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8178376290466137,0624000000015098,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2839245364717802,0624000000022726,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3243304591328984,0624000000024747,1,0,"01 Jun 2024"
"Algerie Telecom",100%,7688278438682390,0624000000006633,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1623998010779681,0624000000011645,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5086336656691792,0624000000021500,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1149347661618336,0624000000041608,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1854172788399215,0624000000046696,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2062765101009345,0624000000007116,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4649769698160819,0624000000050027,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5035600318710561,0624000000042203,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6664991806766629,0624000000018231,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4825691170945772,0624000000045735,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2522071417859195,0624000000036960,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6912344384425995,0624000000026352,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5086958290940442,0624000000030583,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9814146101343397,0624000000031241,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9615323781725169,0624000000048054,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8376510473273364,0624000000002078,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8165105211491082,0624000000045000,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9504323757421756,0624000000025536,1,0,"01 Jun 2024"
"Algerie Telecom",100%,1729046770432320,0624000000025787,1,0,"01 Jun 2024"
"Algerie Telecom",100%,6420584509529685,0624000000023155,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9432557094049372,0624000000021893,1,0,"01 Jun 2024"
"Algerie Telecom",100%,3104559575052781,0624000000004165,1,0,"01 Jun 2024"
"Algerie Telecom",100%,2828391771639366,0624000000029447,1,0,"01 Jun 2024"
"Algerie Telecom",100%,8190918924244811,0624000000004443,1,0,"01 Jun 2024"
"Algerie Telecom",100%,5922819826064503,0624000000041139,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4995151328220908,0624000000030796,1,0,"01 Jun 2024"
"Algerie Telecom",100%,4357268256448933,0624000000026434,1,0,"01 Jun 2024"
"Algerie Telecom",100%,9400034314075425,0624000000000056,1,0,"01 Jun 2024"
